na_handling_setting_name,min_similarity_threshold,algorithm_name,run_id,cluster,fid
fillna,0.9,mis,3,6,8
fillna,0.9,mis,3,7,1
fillna,0.9,mis,3,9,1
fillna,0.9,mis,3,11,1
fillna,0.9,mis,3,12,2
fillna,0.9,mis,3,14,1
fillna,0.9,mis,3,15,2
fillna,0.9,mis,3,17,1
fillna,0.9,mis,3,19,1
fillna,0.9,mis,3,20,3
fillna,0.9,mis,3,22,2
fillna,0.9,mis,4,2,1
fillna,0.9,mis,4,4,4
fillna,0.9,mis,4,5,3
fillna,0.9,mis,4,6,12
fillna,0.9,mis,4,7,1
fillna,0.9,mis,4,9,1
fillna,0.9,mis,4,14,1
fillna,0.9,mis,4,15,4
fillna,0.9,mis,4,17,1
fillna,0.9,mis,4,19,1
fillna,0.9,mis,4,20,3
fillna,0.9,mis,4,21,1
fillna,0.9,mis,4,22,1
fillna,0.9,mis,5,2,1
fillna,0.9,mis,5,3,1
fillna,0.9,mis,5,4,2
fillna,0.9,mis,5,5,5
fillna,0.9,mis,5,6,10
fillna,0.9,mis,5,7,1
fillna,0.9,mis,5,8,1
fillna,0.9,mis,5,9,1
fillna,0.9,mis,5,11,1
fillna,0.9,mis,5,14,1
fillna,0.9,mis,5,15,2
fillna,0.9,mis,5,17,1
fillna,0.9,mis,5,20,3
fillna,0.9,mis,5,21,1
fillna,0.9,mis,5,22,2
fillna,0.9,mis,6,2,1
fillna,0.9,mis,6,4,2
fillna,0.9,mis,6,5,4
fillna,0.9,mis,6,6,10
fillna,0.9,mis,6,7,1
fillna,0.9,mis,6,9,1
fillna,0.9,mis,6,11,1
fillna,0.9,mis,6,12,1
fillna,0.9,mis,6,13,1
fillna,0.9,mis,6,14,1
fillna,0.9,mis,6,15,3
fillna,0.9,mis,6,17,1
fillna,0.9,mis,6,19,1
fillna,0.9,mis,6,20,2
fillna,0.9,mis,6,22,1
fillna,0.9,mis,7,3,1
fillna,0.9,mis,7,4,2
fillna,0.9,mis,7,5,6
fillna,0.9,mis,7,6,10
fillna,0.9,mis,7,7,1
fillna,0.9,mis,7,9,1
fillna,0.9,mis,7,11,1
fillna,0.9,mis,7,14,2
fillna,0.9,mis,7,15,2
fillna,0.9,mis,7,17,1
fillna,0.9,mis,7,19,1
fillna,0.9,mis,7,20,3
fillna,0.9,mis,7,22,1
fillna,0.9,mis,8,2,1
fillna,0.9,mis,8,4,4
fillna,0.9,mis,8,5,5
fillna,0.9,mis,8,6,9
fillna,0.9,mis,8,7,1
fillna,0.9,mis,8,9,2
fillna,0.9,mis,8,12,1
fillna,0.9,mis,8,14,1
fillna,0.9,mis,8,15,4
fillna,0.9,mis,8,17,1
fillna,0.9,mis,8,19,1
fillna,0.9,mis,8,20,2
fillna,0.9,mis,8,22,1
fillna,0.9,mis,9,2,2
fillna,0.9,mis,9,4,2
fillna,0.9,mis,9,5,5
fillna,0.9,mis,9,6,9
fillna,0.9,mis,9,7,1
fillna,0.9,mis,9,8,1
fillna,0.9,mis,9,9,2
fillna,0.9,mis,9,13,1
fillna,0.9,mis,9,14,1
fillna,0.9,mis,9,15,3
fillna,0.9,mis,9,17,1
fillna,0.9,mis,9,19,1
fillna,0.9,mis,9,20,3
fillna,0.9,mis,9,22,1
fillna,0.9,mis,10,4,2
fillna,0.9,mis,10,5,4
fillna,0.9,mis,10,6,12
fillna,0.9,mis,10,7,1
fillna,0.9,mis,10,8,1
fillna,0.9,mis,10,9,1
fillna,0.9,mis,10,14,2
fillna,0.9,mis,10,15,4
fillna,0.9,mis,10,17,1
fillna,0.9,mis,10,20,2
fillna,0.9,mis,10,22,2
fillna,0.9,mis,10,23,1
fillna,0.9,mis,11,3,1
fillna,0.9,mis,11,4,2
fillna,0.9,mis,11,5,6
fillna,0.9,mis,11,6,11
fillna,0.9,mis,11,7,1
fillna,0.9,mis,11,9,1
fillna,0.9,mis,11,11,1
fillna,0.9,mis,11,12,2
fillna,0.9,mis,11,14,1
fillna,0.9,mis,11,15,2
fillna,0.9,mis,11,17,1
fillna,0.9,mis,11,20,2
fillna,0.9,mis,11,22,2
fillna,0.9,mis,11,24,1
fillna,0.9,mis,12,2,1
fillna,0.9,mis,12,4,2
fillna,0.9,mis,12,5,5
fillna,0.9,mis,12,6,11
fillna,0.9,mis,12,7,1
fillna,0.9,mis,12,8,1
fillna,0.9,mis,12,9,1
fillna,0.9,mis,12,11,1
fillna,0.9,mis,12,12,1
fillna,0.9,mis,12,14,1
fillna,0.9,mis,12,15,3
fillna,0.9,mis,12,17,1
fillna,0.9,mis,12,19,1
fillna,0.9,mis,12,20,3
fillna,0.9,mis,12,22,1
fillna,0.9,mis,13,2,2
fillna,0.9,mis,13,4,2
fillna,0.9,mis,13,5,5
fillna,0.9,mis,13,6,11
fillna,0.9,mis,13,7,1
fillna,0.9,mis,13,9,1
fillna,0.9,mis,13,14,1
fillna,0.9,mis,13,15,4
fillna,0.9,mis,13,17,1
fillna,0.9,mis,13,19,1
fillna,0.9,mis,13,20,3
fillna,0.9,mis,13,22,1
fillna,0.9,mis,14,3,1
fillna,0.9,mis,14,4,4
fillna,0.9,mis,14,5,4
fillna,0.9,mis,14,6,9
fillna,0.9,mis,14,7,1
fillna,0.9,mis,14,9,1
fillna,0.9,mis,14,12,3
fillna,0.9,mis,14,14,1
fillna,0.9,mis,14,15,3
fillna,0.9,mis,14,17,1
fillna,0.9,mis,14,19,1
fillna,0.9,mis,14,20,2
fillna,0.9,mis,14,22,1
fillna,0.9,mis,15,2,1
fillna,0.9,mis,15,4,4
fillna,0.9,mis,15,5,5
fillna,0.9,mis,15,6,9
fillna,0.9,mis,15,7,1
fillna,0.9,mis,15,9,2
fillna,0.9,mis,15,12,2
fillna,0.9,mis,15,14,1
fillna,0.9,mis,15,15,3
fillna,0.9,mis,15,17,1
fillna,0.9,mis,15,19,1
fillna,0.9,mis,15,20,3
fillna,0.9,mis,15,22,1
fillna,0.9,mis,16,2,1
fillna,0.9,mis,16,4,4
fillna,0.9,mis,16,5,4
fillna,0.9,mis,16,6,11
fillna,0.9,mis,16,7,1
fillna,0.9,mis,16,9,2
fillna,0.9,mis,16,11,1
fillna,0.9,mis,16,13,1
fillna,0.9,mis,16,14,1
fillna,0.9,mis,16,15,3
fillna,0.9,mis,16,17,1
fillna,0.9,mis,16,19,1
fillna,0.9,mis,16,20,2
fillna,0.9,mis,16,22,2
fillna,0.9,mis,17,2,2
fillna,0.9,mis,17,4,4
fillna,0.9,mis,17,5,3
fillna,0.9,mis,17,6,9
fillna,0.9,mis,17,7,1
fillna,0.9,mis,17,9,2
fillna,0.9,mis,17,11,1
fillna,0.9,mis,17,13,1
fillna,0.9,mis,17,14,1
fillna,0.9,mis,17,15,2
fillna,0.9,mis,17,17,1
fillna,0.9,mis,17,19,1
fillna,0.9,mis,17,20,3
fillna,0.9,mis,17,22,1
fillna,0.9,mis,18,2,1
fillna,0.9,mis,18,3,1
fillna,0.9,mis,18,4,2
fillna,0.9,mis,18,5,5
fillna,0.9,mis,18,6,10
fillna,0.9,mis,18,7,1
fillna,0.9,mis,18,9,2
fillna,0.9,mis,18,14,1
fillna,0.9,mis,18,15,3
fillna,0.9,mis,18,17,2
fillna,0.9,mis,18,19,1
fillna,0.9,mis,18,20,3
fillna,0.9,mis,18,22,1
fillna,0.9,mis,19,4,3
fillna,0.9,mis,19,5,4
fillna,0.9,mis,19,6,11
fillna,0.9,mis,19,7,1
fillna,0.9,mis,19,8,1
fillna,0.9,mis,19,9,3
fillna,0.9,mis,19,10,1
fillna,0.9,mis,19,11,1
fillna,0.9,mis,19,14,1
fillna,0.9,mis,19,15,3
fillna,0.9,mis,19,17,1
fillna,0.9,mis,19,19,1
fillna,0.9,mis,19,20,2
fillna,0.9,mis,19,22,1
fillna,0.9,mis,20,2,1
fillna,0.9,mis,20,4,2
fillna,0.9,mis,20,5,6
fillna,0.9,mis,20,6,11
fillna,0.9,mis,20,7,1
fillna,0.9,mis,20,9,2
fillna,0.9,mis,20,13,1
fillna,0.9,mis,20,14,1
fillna,0.9,mis,20,15,4
fillna,0.9,mis,20,17,1
fillna,0.9,mis,20,19,1
fillna,0.9,mis,20,20,2
fillna,0.9,mis,20,22,1
fillna,0.9,mis,21,2,3
fillna,0.9,mis,21,4,3
fillna,0.9,mis,21,5,4
fillna,0.9,mis,21,6,8
fillna,0.9,mis,21,7,1
fillna,0.9,mis,21,9,1
fillna,0.9,mis,21,11,1
fillna,0.9,mis,21,14,2
fillna,0.9,mis,21,15,3
fillna,0.9,mis,21,17,1
fillna,0.9,mis,21,20,3
fillna,0.9,mis,21,22,2
fillna,0.9,mis,22,2,1
fillna,0.9,mis,22,3,1
fillna,0.9,mis,22,4,2
fillna,0.9,mis,22,5,4
fillna,0.9,mis,22,6,11
fillna,0.9,mis,22,7,1
fillna,0.9,mis,22,9,1
fillna,0.9,mis,22,12,1
fillna,0.9,mis,22,14,1
fillna,0.9,mis,22,15,3
fillna,0.9,mis,22,17,1
fillna,0.9,mis,22,20,3
fillna,0.9,mis,22,22,2
fillna,0.9,mis,23,2,1
fillna,0.9,mis,23,3,1
fillna,0.9,mis,23,4,3
fillna,0.9,mis,23,5,4
fillna,0.9,mis,23,6,11
fillna,0.9,mis,23,7,1
fillna,0.9,mis,23,9,1
fillna,0.9,mis,23,10,1
fillna,0.9,mis,23,14,1
fillna,0.9,mis,23,15,3
fillna,0.9,mis,23,17,1
fillna,0.9,mis,23,19,1
fillna,0.9,mis,23,20,2
fillna,0.9,mis,23,22,1
fillna,0.9,mis,24,2,2
fillna,0.9,mis,24,4,2
fillna,0.9,mis,24,5,5
fillna,0.9,mis,24,6,13
fillna,0.9,mis,24,7,1
fillna,0.9,mis,24,9,2
fillna,0.9,mis,24,14,1
fillna,0.9,mis,24,15,3
fillna,0.9,mis,24,17,1
fillna,0.9,mis,24,18,1
fillna,0.9,mis,24,19,1
fillna,0.9,mis,24,20,3
fillna,0.9,mis,24,22,1
fillna,0.9,mis,25,2,1
fillna,0.9,mis,25,3,1
fillna,0.9,mis,25,4,2
fillna,0.9,mis,25,5,4
fillna,0.9,mis,25,6,10
fillna,0.9,mis,25,7,1
fillna,0.9,mis,25,9,1
fillna,0.9,mis,25,10,1
fillna,0.9,mis,25,14,1
fillna,0.9,mis,25,15,3
fillna,0.9,mis,25,17,1
fillna,0.9,mis,25,20,3
fillna,0.9,mis,25,22,2
fillna,0.9,mis,26,2,2
fillna,0.9,mis,26,4,1
fillna,0.9,mis,26,5,6
fillna,0.9,mis,26,6,11
fillna,0.9,mis,26,7,1
fillna,0.9,mis,26,9,1
fillna,0.9,mis,26,11,1
fillna,0.9,mis,26,14,1
fillna,0.9,mis,26,15,3
fillna,0.9,mis,26,17,1
fillna,0.9,mis,26,20,2
fillna,0.9,mis,26,22,2
fillna,0.9,mis,27,2,1
fillna,0.9,mis,27,4,3
fillna,0.9,mis,27,5,3
fillna,0.9,mis,27,6,12
fillna,0.9,mis,27,7,1
fillna,0.9,mis,27,9,2
fillna,0.9,mis,27,11,1
fillna,0.9,mis,27,14,1
fillna,0.9,mis,27,15,3
fillna,0.9,mis,27,17,1
fillna,0.9,mis,27,19,1
fillna,0.9,mis,27,20,2
fillna,0.9,mis,27,22,1
fillna,0.9,mis,27,23,1
fillna,0.9,mis,28,2,1
fillna,0.9,mis,28,3,1
fillna,0.9,mis,28,4,4
fillna,0.9,mis,28,5,4
fillna,0.9,mis,28,6,11
fillna,0.9,mis,28,7,1
fillna,0.9,mis,28,8,1
fillna,0.9,mis,28,9,1
fillna,0.9,mis,28,13,1
fillna,0.9,mis,28,14,1
fillna,0.9,mis,28,15,3
fillna,0.9,mis,28,17,1
fillna,0.9,mis,28,20,3
fillna,0.9,mis,28,22,2
fillna,0.9,mis,29,2,1
fillna,0.9,mis,29,4,2
fillna,0.9,mis,29,5,6
fillna,0.9,mis,29,6,9
fillna,0.9,mis,29,7,1
fillna,0.9,mis,29,9,2
fillna,0.9,mis,29,12,1
fillna,0.9,mis,29,14,1
fillna,0.9,mis,29,15,3
fillna,0.9,mis,29,17,1
fillna,0.9,mis,29,20,2
fillna,0.9,mis,29,22,2
fillna,0.95,dominant,0,2,2
fillna,0.95,dominant,0,4,7
fillna,0.95,dominant,0,5,9
fillna,0.95,dominant,0,6,14
fillna,0.95,dominant,0,7,1
fillna,0.95,dominant,0,9,3
fillna,0.95,dominant,0,11,1
fillna,0.95,dominant,0,12,1
fillna,0.95,dominant,0,14,2
fillna,0.95,dominant,0,15,3
fillna,0.95,dominant,0,17,1
fillna,0.95,dominant,0,19,1
fillna,0.95,dominant,0,20,3
fillna,0.95,dominant,0,22,3
fillna,0.95,dominant,0,23,1
fillna,0.95,dominant,1,2,2
fillna,0.95,dominant,1,3,1
fillna,0.95,dominant,1,4,6
fillna,0.95,dominant,1,5,9
fillna,0.95,dominant,1,6,14
fillna,0.95,dominant,1,7,1
fillna,0.95,dominant,1,9,3
fillna,0.95,dominant,1,11,1
fillna,0.95,dominant,1,14,2
fillna,0.95,dominant,1,15,3
fillna,0.95,dominant,1,17,2
fillna,0.95,dominant,1,19,1
fillna,0.95,dominant,1,20,3
fillna,0.95,dominant,1,22,2
fillna,0.95,dominant,1,23,1
fillna,0.95,dominant,2,2,2
fillna,0.95,dominant,2,4,4
fillna,0.95,dominant,2,5,10
fillna,0.95,dominant,2,6,15
fillna,0.95,dominant,2,7,1
fillna,0.95,dominant,2,9,1
fillna,0.95,dominant,2,10,2
fillna,0.95,dominant,2,14,2
fillna,0.95,dominant,2,15,4
fillna,0.95,dominant,2,17,1
fillna,0.95,dominant,2,18,1
fillna,0.95,dominant,2,19,1
fillna,0.95,dominant,2,20,3
fillna,0.95,dominant,2,22,3
fillna,0.95,dominant,3,2,1
fillna,0.95,dominant,3,3,1
fillna,0.95,dominant,3,4,7
fillna,0.95,dominant,3,5,9
fillna,0.95,dominant,3,6,15
fillna,0.95,dominant,3,7,1
fillna,0.95,dominant,3,9,2
fillna,0.95,dominant,3,11,1
fillna,0.95,dominant,3,13,2
fillna,0.95,dominant,3,14,2
fillna,0.95,dominant,3,15,3
fillna,0.95,dominant,3,17,1
fillna,0.95,dominant,3,19,1
fillna,0.95,dominant,3,20,4
fillna,0.95,dominant,3,22,2
fillna,0.95,dominant,3,23,1
fillna,0.95,dominant,4,2,3
fillna,0.95,dominant,4,3,1
fillna,0.95,dominant,4,4,7
fillna,0.95,dominant,4,5,9
fillna,0.95,dominant,4,6,15
fillna,0.95,dominant,4,7,1
fillna,0.95,dominant,4,9,3
fillna,0.95,dominant,4,11,1
fillna,0.95,dominant,4,14,2
fillna,0.95,dominant,4,15,2
fillna,0.95,dominant,4,17,1
fillna,0.95,dominant,4,19,1
fillna,0.95,dominant,4,20,3
fillna,0.95,dominant,4,22,2
fillna,0.95,dominant,5,2,1
fillna,0.95,dominant,5,3,1
fillna,0.95,dominant,5,4,4
fillna,0.95,dominant,5,5,8
fillna,0.95,dominant,5,6,16
fillna,0.95,dominant,5,7,1
fillna,0.95,dominant,5,9,3
fillna,0.95,dominant,5,11,1
fillna,0.95,dominant,5,13,1
fillna,0.95,dominant,5,14,2
fillna,0.95,dominant,5,15,3
fillna,0.95,dominant,5,17,1
fillna,0.95,dominant,5,19,1
fillna,0.95,dominant,5,20,4
fillna,0.95,dominant,5,22,2
fillna,0.95,dominant,5,23,2
fillna,0.95,dominant,6,2,1
fillna,0.95,dominant,6,3,2
fillna,0.95,dominant,6,4,6
fillna,0.95,dominant,6,5,10
fillna,0.95,dominant,6,6,13
fillna,0.95,dominant,6,7,1
fillna,0.95,dominant,6,9,3
fillna,0.95,dominant,6,12,1
fillna,0.95,dominant,6,13,1
fillna,0.95,dominant,6,14,2
fillna,0.95,dominant,6,15,3
fillna,0.95,dominant,6,17,1
fillna,0.95,dominant,6,19,1
fillna,0.95,dominant,6,20,3
fillna,0.95,dominant,6,22,2
fillna,0.95,dominant,6,23,1
fillna,0.95,dominant,7,2,1
fillna,0.95,dominant,7,3,1
fillna,0.95,dominant,7,4,4
fillna,0.95,dominant,7,5,10
fillna,0.95,dominant,7,6,13
fillna,0.95,dominant,7,7,1
fillna,0.95,dominant,7,9,2
fillna,0.95,dominant,7,10,1
fillna,0.95,dominant,7,11,1
fillna,0.95,dominant,7,12,1
fillna,0.95,dominant,7,14,2
fillna,0.95,dominant,7,15,2
fillna,0.95,dominant,7,17,1
fillna,0.95,dominant,7,19,1
fillna,0.95,dominant,7,20,3
fillna,0.95,dominant,7,21,1
fillna,0.95,dominant,7,22,3
fillna,0.95,dominant,8,2,1
fillna,0.95,dominant,8,4,4
fillna,0.95,dominant,8,5,10
fillna,0.95,dominant,8,6,13
fillna,0.95,dominant,8,7,1
fillna,0.95,dominant,8,9,3
fillna,0.95,dominant,8,11,1
fillna,0.95,dominant,8,12,2
fillna,0.95,dominant,8,14,2
fillna,0.95,dominant,8,15,3
fillna,0.95,dominant,8,17,2
fillna,0.95,dominant,8,19,1
fillna,0.95,dominant,8,20,3
fillna,0.95,dominant,8,22,2
fillna,0.95,dominant,8,23,1
fillna,0.95,dominant,9,2,2
fillna,0.95,dominant,9,3,1
fillna,0.95,dominant,9,4,6
fillna,0.95,dominant,9,5,9
fillna,0.95,dominant,9,6,16
fillna,0.95,dominant,9,7,1
fillna,0.95,dominant,9,9,2
fillna,0.95,dominant,9,10,1
fillna,0.95,dominant,9,11,1
fillna,0.95,dominant,9,14,2
fillna,0.95,dominant,9,15,3
fillna,0.95,dominant,9,17,1
fillna,0.95,dominant,9,19,1
fillna,0.95,dominant,9,20,3
fillna,0.95,dominant,9,22,3
fillna,0.95,dominant,10,2,3
fillna,0.95,dominant,10,3,1
fillna,0.95,dominant,10,4,5
fillna,0.95,dominant,10,5,8
fillna,0.95,dominant,10,6,14
fillna,0.95,dominant,10,7,1
fillna,0.95,dominant,10,9,2
fillna,0.95,dominant,10,10,1
fillna,0.95,dominant,10,12,1
fillna,0.95,dominant,10,14,2
fillna,0.95,dominant,10,15,4
fillna,0.95,dominant,10,17,1
fillna,0.95,dominant,10,19,1
fillna,0.95,dominant,10,20,3
fillna,0.95,dominant,10,22,2
fillna,0.95,dominant,10,23,1
fillna,0.95,dominant,11,2,1
fillna,0.95,dominant,11,4,6
fillna,0.95,dominant,11,5,10
fillna,0.95,dominant,11,6,14
fillna,0.95,dominant,11,7,1
fillna,0.95,dominant,11,9,2
fillna,0.95,dominant,11,10,1
fillna,0.95,dominant,11,14,2
fillna,0.95,dominant,11,15,4
fillna,0.95,dominant,11,17,1
fillna,0.95,dominant,11,19,1
fillna,0.95,dominant,11,20,3
fillna,0.95,dominant,11,21,1
fillna,0.95,dominant,11,22,3
fillna,0.95,dominant,12,2,2
fillna,0.95,dominant,12,3,1
fillna,0.95,dominant,12,4,4
fillna,0.95,dominant,12,5,8
fillna,0.95,dominant,12,6,15
fillna,0.95,dominant,12,7,1
fillna,0.95,dominant,12,9,2
fillna,0.95,dominant,12,10,1
fillna,0.95,dominant,12,12,1
fillna,0.95,dominant,12,13,1
fillna,0.95,dominant,12,14,2
fillna,0.95,dominant,12,15,3
fillna,0.95,dominant,12,17,1
fillna,0.95,dominant,12,19,1
fillna,0.95,dominant,12,20,3
fillna,0.95,dominant,12,22,2
fillna,0.95,dominant,12,23,1
fillna,0.95,dominant,13,1,1
fillna,0.95,dominant,13,2,1
fillna,0.95,dominant,13,3,1
fillna,0.95,dominant,13,4,6
fillna,0.95,dominant,13,5,8
fillna,0.95,dominant,13,6,16
fillna,0.95,dominant,13,7,1
fillna,0.95,dominant,13,9,3
fillna,0.95,dominant,13,11,1
fillna,0.95,dominant,13,14,2
fillna,0.95,dominant,13,15,2
fillna,0.95,dominant,13,17,1
fillna,0.95,dominant,13,19,1
fillna,0.95,dominant,13,20,4
fillna,0.95,dominant,13,22,2
fillna,0.95,dominant,14,2,2
fillna,0.95,dominant,14,4,5
fillna,0.95,dominant,14,5,10
fillna,0.95,dominant,14,6,14
fillna,0.95,dominant,14,7,1
fillna,0.95,dominant,14,9,3
fillna,0.95,dominant,14,10,1
fillna,0.95,dominant,14,14,2
fillna,0.95,dominant,14,15,4
fillna,0.95,dominant,14,17,1
fillna,0.95,dominant,14,19,1
fillna,0.95,dominant,14,20,3
fillna,0.95,dominant,14,22,3
fillna,0.95,dominant,14,23,1
fillna,0.95,dominant,15,2,2
fillna,0.95,dominant,15,4,7
fillna,0.95,dominant,15,5,9
fillna,0.95,dominant,15,6,14
fillna,0.95,dominant,15,7,1
fillna,0.95,dominant,15,9,2
fillna,0.95,dominant,15,10,1
fillna,0.95,dominant,15,11,1
fillna,0.95,dominant,15,12,1
fillna,0.95,dominant,15,13,1
fillna,0.95,dominant,15,14,2
fillna,0.95,dominant,15,15,3
fillna,0.95,dominant,15,17,1
fillna,0.95,dominant,15,19,2
fillna,0.95,dominant,15,20,3
fillna,0.95,dominant,15,21,1
fillna,0.95,dominant,15,22,2
fillna,0.95,dominant,16,2,1
fillna,0.95,dominant,16,3,2
fillna,0.95,dominant,16,4,5
fillna,0.95,dominant,16,5,8
fillna,0.95,dominant,16,6,14
fillna,0.95,dominant,16,7,1
fillna,0.95,dominant,16,8,1
fillna,0.95,dominant,16,9,3
fillna,0.95,dominant,16,13,2
fillna,0.95,dominant,16,14,2
fillna,0.95,dominant,16,15,3
fillna,0.95,dominant,16,17,1
fillna,0.95,dominant,16,19,1
fillna,0.95,dominant,16,20,3
fillna,0.95,dominant,16,22,2
fillna,0.95,dominant,16,23,1
fillna,0.95,dominant,17,2,2
fillna,0.95,dominant,17,4,7
fillna,0.95,dominant,17,5,7
fillna,0.95,dominant,17,6,16
fillna,0.95,dominant,17,7,1
fillna,0.95,dominant,17,9,2
fillna,0.95,dominant,17,14,2
fillna,0.95,dominant,17,15,4
fillna,0.95,dominant,17,17,1
fillna,0.95,dominant,17,19,2
fillna,0.95,dominant,17,20,4
fillna,0.95,dominant,17,22,2
fillna,0.95,dominant,18,2,2
fillna,0.95,dominant,18,4,7
fillna,0.95,dominant,18,5,8
fillna,0.95,dominant,18,6,15
fillna,0.95,dominant,18,7,1
fillna,0.95,dominant,18,9,3
fillna,0.95,dominant,18,11,1
fillna,0.95,dominant,18,12,1
fillna,0.95,dominant,18,14,2
fillna,0.95,dominant,18,15,3
fillna,0.95,dominant,18,17,1
fillna,0.95,dominant,18,19,1
fillna,0.95,dominant,18,20,4
fillna,0.95,dominant,18,22,2
fillna,0.95,dominant,18,23,1
fillna,0.95,dominant,19,1,1
fillna,0.95,dominant,19,2,1
fillna,0.95,dominant,19,3,1
fillna,0.95,dominant,19,4,6
fillna,0.95,dominant,19,5,9
fillna,0.95,dominant,19,6,14
fillna,0.95,dominant,19,7,1
fillna,0.95,dominant,19,9,3
fillna,0.95,dominant,19,10,1
fillna,0.95,dominant,19,13,1
fillna,0.95,dominant,19,14,2
fillna,0.95,dominant,19,15,3
fillna,0.95,dominant,19,17,1
fillna,0.95,dominant,19,19,1
fillna,0.95,dominant,19,20,3
fillna,0.95,dominant,19,22,2
fillna,0.95,dominant,19,23,1
fillna,0.95,dominant,20,2,1
fillna,0.95,dominant,20,3,1
fillna,0.95,dominant,20,4,5
fillna,0.95,dominant,20,5,9
fillna,0.95,dominant,20,6,15
fillna,0.95,dominant,20,7,1
fillna,0.95,dominant,20,9,2
fillna,0.95,dominant,20,10,1
fillna,0.95,dominant,20,13,1
fillna,0.95,dominant,20,14,2
fillna,0.95,dominant,20,15,4
fillna,0.95,dominant,20,17,1
fillna,0.95,dominant,20,19,1
fillna,0.95,dominant,20,20,4
fillna,0.95,dominant,20,22,2
fillna,0.95,dominant,20,23,1
fillna,0.95,dominant,21,2,1
fillna,0.95,dominant,21,4,4
fillna,0.95,dominant,21,5,8
fillna,0.95,dominant,21,6,15
fillna,0.95,dominant,21,7,1
fillna,0.95,dominant,21,9,2
fillna,0.95,dominant,21,12,1
fillna,0.95,dominant,21,13,2
fillna,0.95,dominant,21,14,2
fillna,0.95,dominant,21,15,4
fillna,0.95,dominant,21,17,1
fillna,0.95,dominant,21,19,1
fillna,0.95,dominant,21,20,3
fillna,0.95,dominant,21,21,1
fillna,0.95,dominant,21,22,2
fillna,0.95,dominant,22,2,1
fillna,0.95,dominant,22,3,3
fillna,0.95,dominant,22,4,4
fillna,0.95,dominant,22,5,7
fillna,0.95,dominant,22,6,15
fillna,0.95,dominant,22,7,1
fillna,0.95,dominant,22,9,2
fillna,0.95,dominant,22,10,1
fillna,0.95,dominant,22,11,1
fillna,0.95,dominant,22,12,1
fillna,0.95,dominant,22,13,1
fillna,0.95,dominant,22,14,2
fillna,0.95,dominant,22,15,3
fillna,0.95,dominant,22,17,1
fillna,0.95,dominant,22,19,1
fillna,0.95,dominant,22,20,3
fillna,0.95,dominant,22,22,2
fillna,0.95,dominant,23,2,1
fillna,0.95,dominant,23,3,2
fillna,0.95,dominant,23,4,3
fillna,0.95,dominant,23,5,8
fillna,0.95,dominant,23,6,14
fillna,0.95,dominant,23,7,1
fillna,0.95,dominant,23,9,3
fillna,0.95,dominant,23,11,1
fillna,0.95,dominant,23,12,2
fillna,0.95,dominant,23,13,1
fillna,0.95,dominant,23,14,2
fillna,0.95,dominant,23,15,3
fillna,0.95,dominant,23,16,1
fillna,0.95,dominant,23,17,1
fillna,0.95,dominant,23,19,1
fillna,0.95,dominant,23,20,4
fillna,0.95,dominant,23,22,2
fillna,0.95,dominant,23,23,1
fillna,0.95,dominant,24,2,1
fillna,0.95,dominant,24,3,1
fillna,0.95,dominant,24,4,6
fillna,0.95,dominant,24,5,10
fillna,0.95,dominant,24,6,15
fillna,0.95,dominant,24,7,1
fillna,0.95,dominant,24,9,3
fillna,0.95,dominant,24,14,2
fillna,0.95,dominant,24,15,3
fillna,0.95,dominant,24,17,1
fillna,0.95,dominant,24,19,1
fillna,0.95,dominant,24,20,3
fillna,0.95,dominant,24,22,4
fillna,0.95,dominant,25,2,2
fillna,0.95,dominant,25,3,1
fillna,0.95,dominant,25,4,6
fillna,0.95,dominant,25,5,9
fillna,0.95,dominant,25,6,15
fillna,0.95,dominant,25,7,1
fillna,0.95,dominant,25,9,3
fillna,0.95,dominant,25,10,1
fillna,0.95,dominant,25,11,1
fillna,0.95,dominant,25,12,1
fillna,0.95,dominant,25,14,2
fillna,0.95,dominant,25,15,2
fillna,0.95,dominant,25,17,1
fillna,0.95,dominant,25,19,1
fillna,0.95,dominant,25,20,3
fillna,0.95,dominant,25,22,2
fillna,0.95,dominant,26,2,1
fillna,0.95,dominant,26,4,5
fillna,0.95,dominant,26,5,8
fillna,0.95,dominant,26,6,15
fillna,0.95,dominant,26,7,1
fillna,0.95,dominant,26,9,3
fillna,0.95,dominant,26,11,1
fillna,0.95,dominant,26,12,1
fillna,0.95,dominant,26,14,2
fillna,0.95,dominant,26,15,3
fillna,0.95,dominant,26,17,1
fillna,0.95,dominant,26,19,1
fillna,0.95,dominant,26,20,4
fillna,0.95,dominant,26,22,2
fillna,0.95,dominant,26,23,1
fillna,0.95,dominant,27,2,1
fillna,0.95,dominant,27,3,1
fillna,0.95,dominant,27,4,5
fillna,0.95,dominant,27,5,10
fillna,0.95,dominant,27,6,13
fillna,0.95,dominant,27,7,1
fillna,0.95,dominant,27,9,4
fillna,0.95,dominant,27,11,1
fillna,0.95,dominant,27,12,1
fillna,0.95,dominant,27,14,2
fillna,0.95,dominant,27,15,3
fillna,0.95,dominant,27,17,2
fillna,0.95,dominant,27,19,2
fillna,0.95,dominant,27,20,3
fillna,0.95,dominant,27,22,2
fillna,0.95,dominant,28,2,2
fillna,0.95,dominant,28,4,5
fillna,0.95,dominant,28,5,8
fillna,0.95,dominant,28,6,15
fillna,0.95,dominant,28,7,1
fillna,0.95,dominant,28,9,2
